id;scope;group;territory;parent_region;title;quality;availability;period;temporal_status;pages;size_bytes;sha256;source_filename;pdf_url;original_url;official_url;act;revision;quality_note
regional-novosibirskaia-oblast;regional;regional;Новосибирская область;;Региональная программа по повышению рождаемости: Новосибирская область;full;available;2023-2025 годы;historical;64;8452887;46797381eed27ee66a33e4e0512974d0e48244960d90f20faf37a91b267aca7c;Новосибирской области на 2023-2025 годы.pdf;./documents/strategies/regional/regional-novosibirskaia-oblast.pdf;;;Постановление Правительства Новосибирской области от 30 июня 2023 г. № 281-п;23 декабря 2024 года;
regional-omskaia-oblast;regional;regional;Омская область;;Региональная программа по повышению рождаемости: Омская область;full;available;2024-2027 годы;active;77;3906452;fb2f9dd74db51e56b55ba529ead4b54a2af9f00da17e80224ca5002f0275857c;Омской области на 2024 - 2027 годы.pdf;./documents/strategies/regional/regional-omskaia-oblast.pdf;;;Распоряжение Правительства Омской области от 28 июня 2023 г. № 130-рп;6 февраля 2025 года;
regional-orenburgskaia-oblast;regional;regional;Оренбургская область;;Региональная программа по повышению рождаемости: Оренбургская область;full;available;период не установлен;undated;51;1818779;1deb0f3e21eeea2c3dd8723312471ef4fe0ddb5ab0452d208dec69a888cc5448;Оренбургской области.pdf;./documents/strategies/regional/regional-orenburgskaia-oblast.pdf;;;Постановление Правительства Оренбургской области от 27 июня 2023 г. № 607-пп;6 марта 2024 года;
regional-orlovskaia-oblast;regional;regional;Орловская область;;Региональная программа по повышению рождаемости: Орловская область;full;available;период не установлен;undated;66;4205097;437d2a2c1a2f4d5db742b83d25ed2b36029baf490c492a9ad4117581c6609389;Орловской области.pdf;./documents/strategies/regional/regional-orlovskaia-oblast.pdf;;;Распоряжение Правительства Орловской области от 30 июня 2023 г. № 420-р;25 декабря 2024 года;
regional-penzenskaia-oblast;regional;regional;Пензенская область;;Региональная программа по повышению рождаемости: Пензенская область;partial;available;период не установлен;undated;3;106680;6fa70105e6622de782ff991d1a7979dd9e1cbc85522dc187ea38ae72a228d701;Пензенской области (НЕТ ТЕКСТА, ОТДЕЛЬНЫЕ МЕРЫ).pdf;./documents/strategies/regional/regional-penzenskaia-oblast.pdf;;;Постановление Правительства Пензенской области от 16 мая 2025 г. № 443-пП;;В архиве представлены отдельные меры, а не полный текст региональной программы.
regional-permskii-krai;regional;regional;Пермский край;;Региональная программа по повышению рождаемости: Пермский край;full;available;2024-2027 годы;active;100;8754090;85765469982dd610a5c7998472ddf363b76086151d736f5362ec27f843455d1c;Пермском крае на период 2024 - 2027 годов.pdf;./documents/strategies/regional/regional-permskii-krai.pdf;;;Распоряжение Председателя Правительства Пермского края от 30 июня 2023 г. № 36-рпп;15 января 2025 года;
regional-primorskii-krai;regional;regional;Приморский край;;Региональная программа по повышению рождаемости: Приморский край;full;available;период не установлен;undated;80;3111633;1e8ceabd7305837d98ca6599dd1b1c8cd4524feb4a6741209b10ca8b1eeb73a4;Приморском крае.pdf;./documents/strategies/regional/regional-primorskii-krai.pdf;;;Постановление Правительства Приморского края от 30 июня 2023 г. № 448-пп;26 декабря 2024 года;
regional-pskovskaia-oblast;regional;regional;Псковская область;;Региональная программа по повышению рождаемости: Псковская область;full;available;2023-2025 годы;historical;49;1861053;1bf50542e42d2b3c8a75896635421786e66ae87e26ed21524dc38737abf8728f;Псковской области .pdf;./documents/strategies/regional/regional-pskovskaia-oblast.pdf;;;приказа Министерства труда и социальной защиты Российской Федерации от 05 мая 2023 г. № 436;;
regional-respublika-adygeia-adygeia;regional;regional;Республика Адыгея (Адыгея);;Региональная программа по повышению рождаемости: Республика Адыгея (Адыгея);full;available;2023-2025 годы;historical;70;2366407;ace8b81a832bf7274059d5942bf1323bcf51fc44e13296f7d6c630e88a50764b;Республике Адыгея 2023 - 2025 годов.pdf;./documents/strategies/regional/regional-respublika-adygeia-adygeia.pdf;;;Постановление Кабинета Министров Республики Адыгея от 30 июня 2023 г. № 149;24 декабря 2024 года;
regional-respublika-altai;regional;regional;Республика Алтай;;Региональная программа по повышению рождаемости: Республика Алтай;missing;missing;период не установлен;undated;;0;;;;;;;;Документ по субъекту не представлен в переданном архиве.
regional-respublika-bashkortostan;regional;regional;Республика Башкортостан;;Региональная программа по повышению рождаемости: Республика Башкортостан;full;available;до 2027 года;active;67;2291666;21423e5aa49f6f14e9fc1d517a4abac957ae04dcb5829d16a1c69fa4069fe765;Республики Башкортостан на период до 2027 года.pdf;./documents/strategies/regional/regional-respublika-bashkortostan.pdf;;;Постановление Правительства Республики Башкортостан от 25 февраля 2025 г. № 56;;
regional-respublika-buriatiia;regional;regional;Республика Бурятия;;Региональная программа по повышению рождаемости: Республика Бурятия;full;available;2024-2027 годы;active;61;2535167;0e526ba86a430a61d80875fe73b928e9a17d598d7f7015bc3720947f9cbc9d71;Республике Бурятия на 2024 - 2027 годы.pdf;./documents/strategies/regional/regional-respublika-buriatiia.pdf;;;Распоряжение Правительства Республики Бурятия от 29 июня 2023 г. № 496-р;20 декабря 2024 года;
regional-respublika-dagestan;regional;regional;Республика Дагестан;;Региональная программа по повышению рождаемости: Республика Дагестан;full;available;период не установлен;undated;50;3977838;7e0951e596d7e22c5dac27695bf593332232361f17b71d74cb6584a14f75ec70;Республике Дагестан.pdf;./documents/strategies/regional/regional-respublika-dagestan.pdf;;;Постановление Правительства Республики Дагестан от 30 июня 2023 г. № 253;10 марта 2025 года;
regional-respublika-ingushetiia;regional;regional;Республика Ингушетия;;Региональная программа по повышению рождаемости: Республика Ингушетия;full;available;2023-2025 годы;historical;36;1714586;acd848186d7e0ff488f81fe094b756a125c004082243991b73d524e66714ee77;Республики Ингушетия на период 2023 - 2025.pdf;./documents/strategies/regional/regional-respublika-ingushetiia.pdf;;;Постановление Правительства Республики Ингушетия от 04 июля 2023 г. № 108;15 декабря 2023 года;
regional-respublika-kalmykiia;regional;regional;Республика Калмыкия;;Региональная программа по повышению рождаемости: Республика Калмыкия;full;available;до 2030 года;active;45;3164019;e6236bc0fdef8a04be118f977553b658c8975b57fc6ffc067a64c44e682e4c35;Республике Калмыкия до 2030 года.pdf;./documents/strategies/regional/regional-respublika-kalmykiia.pdf;;;Постановление Правительства Республики Калмыкия от 28 июня 2023 г. № 219;19 декабря 2024 года;
regional-respublika-kareliia;regional;regional;Республика Карелия;;Региональная программа по повышению рождаемости: Республика Карелия;full;available;до 2036 года;active;72;4282059;030113850eb732b50bd883e161584aa0034f4342f050469561b95b0b0da1875a;Республике Карелия.pdf;./documents/strategies/regional/regional-respublika-kareliia.pdf;;;Распоряжение Правительства Республики Карелия от 13 июня 2023 г. № 553р-П;18 декабря 2024 года;
regional-respublika-komi;regional;regional;Республика Коми;;Региональная программа по повышению рождаемости: Республика Коми;full;available;2023-2030 годы;active;97;8384176;6891aa6efa7cf2da72f25c7ca7c1d24320e53b50f2dbbd0b66990ff0c81fdc95;Республике Коми на период 2023 - 2030 годов.pdf;./documents/strategies/regional/regional-respublika-komi.pdf;;;Постановление Правительства Республики Коми от 29 июня 2023 г. № 295;8 апреля 2025 года;
regional-respublika-krym;regional;regional;Республика Крым;;Региональная программа по повышению рождаемости: Республика Крым;full;available;период не установлен;undated;95;4481239;30d38af868e945d25f9e524a0c8d423a65a7c483b2c05af968e5a1b8ef5ec44f;Республике Крым.pdf;./documents/strategies/regional/regional-respublika-krym.pdf;;;Постановление Совета министров Республики Крым от 29 июня 2023 г. № 448;20 декабря 2024 года;
regional-respublika-marii-el;regional;regional;Республика Марий Эл;;Региональная программа по повышению рождаемости: Республика Марий Эл;partial;available;период не установлен;undated;19;350279;e7e100562e4067822dd7684d227a93abe8601544d1859981d6daaa87e45011fe;Республики Марий Эл (ОТДЕЛЬНЫЕ МЕРЫ, НЕТ ПОЛНОГО ТЕКСТА).pdf;./documents/strategies/regional/regional-respublika-marii-el.pdf;;;Постановление Правительства Республики Марий Эл от 09 декабря 2024 г. № 455;11 апреля 2025 года;В архиве представлены отдельные меры, а не полный текст региональной программы.
regional-respublika-mordoviia;regional;regional;Республика Мордовия;;Региональная программа по повышению рождаемости: Республика Мордовия;full;available;2024-2027 годы;active;137;7646285;991b6eaaaac8d5680c683cbabbe4eff732fd526d1c17bce595bc28ceaea87885;Республике Мордовия на 2024 - 2027 годы.pdf;./documents/strategies/regional/regional-respublika-mordoviia.pdf;;;Постановление Правительства Республики Мордовия от 29 июня 2023 г. № 303;19 декабря 2024 года;
regional-respublika-sakha-iakutiia;regional;regional;Республика Саха (Якутия);;Региональная программа по повышению рождаемости: Республика Саха (Якутия);full;available;2024-2027 годы;active;41;878603;6475eeaf1224e7b666084e627c36d8f61618c61a7871fae532c1858e0f069797;Республике Саха (Якутия) на 2024 - 2027 годы.pdf;./documents/strategies/regional/regional-respublika-sakha-iakutiia.pdf;;;Распоряжение Правительства Республики Саха (Якутия) от 30 июня 2023 г. № 539-р;26 февраля 2025 года;
regional-respublika-severnaia-osetiia-alaniia;regional;regional;Республика Северная Осетия — Алания;;Региональная программа по повышению рождаемости: Республика Северная Осетия — Алания;full;available;2023-2025 годы;historical;147;8470153;83fbe48c92d4e52560e1e9052aa621a81f7966df5f92e2fc098faf56b3b56f05;Республике Северная Осетия-Алания на 2023 - 2025 годы.pdf;./documents/strategies/regional/regional-respublika-severnaia-osetiia-alaniia.pdf;;;ПОСТАНОВЛЕНИЕ от 30 июня 2023 г. № 251;;
regional-respublika-tatarstan-tatarstan;regional;regional;Республика Татарстан (Татарстан);;Региональная программа по повышению рождаемости: Республика Татарстан (Татарстан);full;available;2023-2027 годы;active;84;2547182;3516754cd9d280abe02a8818329c92eed81b73bb3a747631338c9c8ebe138012;Республике Татарстан на 2023 - 2027 годы.pdf;./documents/strategies/regional/regional-respublika-tatarstan-tatarstan.pdf;;;Постановление Кабинета Министров Республики Татарстан от 27 июня 2023 г. № 756;20 декабря Страница 1 2024 года;
regional-respublika-tyva;regional;regional;Республика Тыва;;Региональная программа по повышению рождаемости: Республика Тыва;full;available;2023-2025 годы;historical;37;1445072;deea3dcd39217f3a5c3376b96185ddd26e235f8fe1d94931d704f49b484d5906;Республике Тыва на период 2023 - 2025 годов.pdf;./documents/strategies/regional/regional-respublika-tyva.pdf;;;Постановление Правительства Республики Тыва от 30 июня 2023 г. № 462;2 мая 2024 Страница 1 года;
regional-respublika-khakasiia;regional;regional;Республика Хакасия;;Региональная программа по повышению рождаемости: Республика Хакасия;full;available;2023-2027 годы;active;76;3385874;facac2c9bf88079e04bef15f456ce1c2b517f28867d6d69169e91cbc557af2c4;Республике Хакасия на 2023 - 2027 годы.pdf;./documents/strategies/regional/regional-respublika-khakasiia.pdf;;;Постановление Президиума Правительства Республики Хакасия от 30 июня 2023 г. № 134-п;27 марта 2025 Страница 1 года;
regional-rostovskaia-oblast;regional;regional;Ростовская область;;Региональная программа по повышению рождаемости: Ростовская область;full;available;2023-2027 годы;active;117;10506686;7b8f46e5a25ffab8d0e5d1e5424f89d7e0c24475616599b9dbc922afd1467f99;Ростовской области на 2023 - 2027.pdf;./documents/strategies/regional/regional-rostovskaia-oblast.pdf;;;Постановление Правительства Ростовской области от 26 июня 2023 г. № 467;30 апреля 2025 года;
regional-riazanskaia-oblast;regional;regional;Рязанская область;;Региональная программа по повышению рождаемости: Рязанская область;full;available;2024-2027 годы;active;115;9115182;c2317240ff7a0f7005ee2901793f5df047d0f6f4379aca8a98450292eec5ffdc;Рязанской области 2024 - 2027 годы.pdf;./documents/strategies/regional/regional-riazanskaia-oblast.pdf;;;Распоряжение Правительства Рязанской области от 28 июня 2023 г. № 380-р;18 апреля 2025 года;
regional-samarskaia-oblast;regional;regional;Самарская область;;Региональная программа по повышению рождаемости: Самарская область;full;available;2024-2027 годы;active;127;12059357;123f5c1e91a24f88397427e1d18099a1d5f886d15f9f875d48bba5364a1ad67b;Самарской области на 2024 - 2027 годы.pdf;./documents/strategies/regional/regional-samarskaia-oblast.pdf;;;Распоряжение Правительства Самарской области от 25 декабря 2024 г. № 630-р;;
regional-sankt-peterburg;regional;regional;Санкт-Петербург;;Региональная программа по повышению рождаемости: Санкт-Петербург;full;available;2024-2027 годы;active;52;2140850;3b7e3a7e0805c875d73a2ab73582cce7d28f8071185b5ffae2edb169086efcb2;Санкт-Петербурге на 2024-2027 годы.pdf;./documents/strategies/regional/regional-sankt-peterburg.pdf;;;Распоряжение Правительства Санкт-Петербурга от 03 июля 2023 г. № 13-рп;25 декабря 2024 года;
regional-saratovskaia-oblast;regional;regional;Саратовская область;;Региональная программа по повышению рождаемости: Саратовская область;full;available;2024-2027 годы;active;62;1996179;66081ba320fc6eb69d63e68297df48b4d7c8400b4c899d9e05366d24552ddd06;Саратовской области на 2024 - 2027 годы.pdf;./documents/strategies/regional/regional-saratovskaia-oblast.pdf;;;Постановление Правительства Саратовской области от 30 июня 2023 г. № 580-П;23 декабря 2024 года;
regional-sakhalinskaia-oblast;regional;regional;Сахалинская область;;Региональная программа по повышению рождаемости: Сахалинская область;full;available;период не установлен;undated;82;2834930;a1eff2fec7024e38660f60c23a903c19c652c3381c23d2315b2d87288b1095b5;Сахалинской области.pdf;./documents/strategies/regional/regional-sakhalinskaia-oblast.pdf;;;Распоряжение Правительства Сахалинской области от 26 июня 2023 г. № 523-р;1 апреля 2025 года;
regional-sverdlovskaia-oblast;regional;regional;Свердловская область;;Региональная программа по повышению рождаемости: Свердловская область;full;available;до 2030 года;active;65;1700054;2d58636b133db6a9c1d981bdd7ff086095697a0855fdf2021267961e7a0da4ec;Свердловской области до 2030 года.pdf;./documents/strategies/regional/regional-sverdlovskaia-oblast.pdf;;;Постановление Правительства Свердловской области от 29 июня 2023 г. № 456-ПП;28 марта 2024 года;
regional-sevastopol;regional;regional;Севастополь;;Региональная программа по повышению рождаемости: Севастополь;full;available;период не установлен;undated;50;2782067;7d6558c58b9e427a65df6eb6a0d52007df9c77c6dfefcc73dd1ebe5f2b480729;Севастополь.pdf;./documents/strategies/regional/regional-sevastopol.pdf;;;ПОСТАНОВЛЕНИЕ О внесении изменений в постановление Правительства Севастополя от 20.12.2021 № 675-ПП;;
regional-smolenskaia-oblast;regional;regional;Смоленская область;;Региональная программа по повышению рождаемости: Смоленская область;full;available;2024-2027 годы;active;164;12409737;90de59cf3850da98182373b91dd8dd884f986c9c21ab77922cb89055df30ab45;Смоленской области на 2024 - 2027 годы.pdf;./documents/strategies/regional/regional-smolenskaia-oblast.pdf;;;постановление Администрации Смоленской области от 29.06.2023 № 347;;
regional-stavropolskii-krai;regional;regional;Ставропольский край;;Региональная программа по повышению рождаемости: Ставропольский край;full;available;2023-2027 годы;active;55;1526418;e72c39e23ee0847b2d0fe561e35e83acb04cc924f8aa5e6efbb1babb419b78a1;Ставропольском крае на 2023 - 2027 годы.pdf;./documents/strategies/regional/regional-stavropolskii-krai.pdf;;;Постановление Правительства Ставропольского края от 03 июля 2023 г. № 408-п;18 декабря 2024 года;
regional-tambovskaia-oblast;regional;regional;Тамбовская область;;Региональная программа по повышению рождаемости: Тамбовская область;full;available;2023-2027 годы;active;118;8043131;92e794ebe2d5d0ff6a2cff6584efab8c45ec539ce54fe4d6edef387614f4838e;Тамбовской области на 2023 - 2027 годы.pdf;./documents/strategies/regional/regional-tambovskaia-oblast.pdf;;;Распоряжение Правительства Тамбовской области от 29 июня 2023 г. № 503-р;16 декабря 2024 года;
regional-tverskaia-oblast;regional;regional;Тверская область;;Региональная программа по повышению рождаемости: Тверская область;full;available;2023-2025 годы;historical;51;2078396;c8f4a65e56f8f1ae501fa470006419f98e33da4d7607a53c5e4a5c1738b186ed;Тверской области.pdf;./documents/strategies/regional/regional-tverskaia-oblast.pdf;;;Распоряжение Правительства Тверской области от 04 июля 2023 г. № 690-рп;;
regional-tomskaia-oblast;regional;regional;Томская область;;Региональная программа по повышению рождаемости: Томская область;full;available;2024-2027 годы;active;42;2738702;dc2ffe64bc183a43dd4e309d9c991714177a2328bb159ca86f284fbad2294bf3;Томской области 2024 - 2027 годы.pdf;./documents/strategies/regional/regional-tomskaia-oblast.pdf;;;Распоряжение Администрации Томской области от 30 июня 2023 г. № 425-ра;24 декабря 2024 года;
regional-tulskaia-oblast;regional;regional;Тульская область;;Региональная программа по повышению рождаемости: Тульская область;full;available;2023-2025 годы;historical;145;2671856;26c6a153730238141e13a4db5417fdd92f68f61a821d6a0051dfa8bbc5b92cf0;Тульская область 2023-2025.docx;./documents/strategies/regional/regional-tulskaia-oblast.pdf;./documents/strategies/source/regional-tulskaia-oblast.docx;;РАСПОРЯЖЕНИЕ от № Об утверждении Региональной программы по повышению рождаемости в Тульской области на 2023 - 2025 годы В целях реализации Указа Президента Российской Федерации от 21 июля 2020 года № 474;;
regional-tiumenskaia-oblast;regional;regional;Тюменская область;;Региональная программа по повышению рождаемости: Тюменская область;full;available;2023-2025 годы;historical;153;22973614;01708fed2982c52495b47d8eb12c456083d458b2f6c30719755a0592897ff291;Тюменской области.pdf;./documents/strategies/regional/regional-tiumenskaia-oblast.pdf;;;ПОСТАНОВЛЕНИЕ 23 июня 2023 г. № 383-п г. Тюмень Об утверждении региональной программы «Повышение рождаемости в Тюменской области» Во исполнение Указа Президента Российской Федерации от 21.07.2020 № 474;;
regional-udmurtskaia-respublika;regional;regional;Удмуртская Республика;;Региональная программа по повышению рождаемости: Удмуртская Республика;full;available;2024-2027 годы;active;124;7820282;89e73784e8e2b745bd63a656bfd8ecf31a1830413f1c78d4d30dbb9cfebfe142;Удмуртской Республике на 2024 - 2027 годы.pdf;./documents/strategies/regional/regional-udmurtskaia-respublika.pdf;;;Распоряжение Правительства Удмуртской Республики от 24 декабря 2024 г. № 1525-р;;
regional-ulianovskaia-oblast;regional;regional;Ульяновская область;;Региональная программа по повышению рождаемости: Ульяновская область;full;available;2025-2027 годы;active;3;105341;cb6b7173f8aed1863dced77ca6a32ffcdc39dba22e11c4390d468580def0abde;Ульяновской области в 2025 - 2027 годах.pdf;./documents/strategies/regional/regional-ulianovskaia-oblast.pdf;;;Указ Губернатора Ульяновской области от 16 декабря 2024 г. № 127;23 мая 2025 года;
regional-khabarovskii-krai;regional;regional;Хабаровский край;;Региональная программа по повышению рождаемости: Хабаровский край;full;available;2023-2027 годы;active;74;1884799;ede4767989bf47651be08ebcf95912769daf6b1ec13361cc04f3ad2791cd328c;Хабаровском крае на 2023 - 2027 годы.pdf;./documents/strategies/regional/regional-khabarovskii-krai.pdf;;;Распоряжение Правительства Хабаровского края от 28 июня 2023 г. № 404-рп;28 декабря 2024 года;
regional-khanty-mansiiskii-avtonomnyi-okrug-iugra;regional;regional;Ханты-Мансийский автономный округ — Югра;;Региональная программа по повышению рождаемости: Ханты-Мансийский автономный округ — Югра;full;available;период не установлен;undated;11;494418;781b6e9bbda6260c3797f39aec868f77bd3f761e0682fb3b7c1f23c1b5d38240;Ханты-Мансийского автономного округа - Югры.pdf;./documents/strategies/regional/regional-khanty-mansiiskii-avtonomnyi-okrug-iugra.pdf;;;Постановление Правительства Ханты-Мансийского автономного округа - Югры от 10 ноября 2023 г. № 560-п;19 декабря 2024 года;
regional-khersonskaia-oblast;regional;regional;Херсонская область;;Региональная программа по повышению рождаемости: Херсонская область;missing;missing;период не установлен;undated;;0;;;;;;;;Документ по субъекту не представлен в переданном архиве.
